,text,start,duration
2138,"So this idea of abstraction, something
we're going to use frequently.",5618.52,3.12
2139,"To abstract something
away is to simplify.",5621.64,3.127
2140,"Don't think about the underlying
implementation details.",5624.767,2.333
2141,"Just care about what it
does or what it's called.",5627.1,3.03
2142,"Someone has to care about
the implementation details,",5630.13,2.46
2143,like me 30 seconds ago.,5632.59,1.74
2144,"But here on out, I don't need to care.",5634.33,2.1
2145,"And so in fact, you and I
are using the abstraction",5636.43,3.26
2146,"that is Scratch because I don't know how
to put a speech bubble on the screen.",5639.69,3.25
2147,"I don't know how to
create that sound, meow.",5642.94,1.833
2148,"MIT did that, and they
abstracted those pieces",5644.773,2.607
2149,"of functionality away already
for us by just giving us",5647.38,3.06
2150,these puzzle pieces we see here.,5650.44,1.84
2151,So the code will work the exact same.,5652.28,2.165
2152,[MEOWING],5654.445,2.885
2153,"But it's sort of better
designed now because now I've",5657.33,4.31
2154,abstracted away the idea of meowing.,5661.64,1.83
2155,But I bet I can improve this further.,5663.47,2.22
2156,"Can I get rid of the
repeat block altogether?",5665.69,2.7
2157,"And let me just tell the meow
block how many times to meow.",5668.39,3.12
2158,"Well, let me go down to the bottom and
look at the implementation details.",5671.51,3.66
2159,"I'm going to right-click
or Control-click on this,",5675.17,2.1
2160,and I'm going to edit it.,5677.27,0.94
2161,So I'm going to make a change.,5678.21,1.08
2162,"And I didn't do this before, but I'm
going to call it ""meow,"" as before.",5679.29,3.0
2163,I'm going to add an input.,5682.29,1.49
2164,"And just so I know what
it says what it does,",5683.78,2.46
2165,"I'm going to add the word ""times"" here.",5686.24,2.76
2166,"And I'm going to change
this placeholder to n.",5689.0,3.84
2167,"n for ""number"" is the
go-to placeholder any time",5692.84,2.13
2168,we want to talk about a number in CS.,5694.97,2.26
2169,"So now notice the puzzle piece
looks a little different.",5697.23,2.79
2170,"It takes an argument
or a parameter called",5700.02,2.81
2171,"n, which represents the number of
times you want the thing to meow.",5702.83,2.85
2172,"Now, that doesn't do that yet.",5705.68,1.6
2173,So let me go back to my other code.,5707.28,2.96
2174,Let me just decouple these temporarily.,5710.24,2.97
2175,"I'm going to move my loop into
my implementation of meowing.",5713.21,4.74
2176,"But I don't want to hard code, that is
literally write the number 3 anymore.",5717.95,4.0
2177,"I'm going to grab this
oval and put it there.",5721.95,3.91
2178,So now I've generalized the function.,5725.86,2.04
2179,"So now it will meow any number of
times, 0 on up, by executing that loop",5727.9,5.96
2180,and now more powerfully.,5733.86,1.68
2181,"Out of sight, out of mind.",5735.54,1.35
2182,"Notice that my code just
became so darn simple.",5736.89,3.96
2183,"Like, my function is called ""meow.""",5740.85,1.8
2184,It meows some number of times.,5742.65,1.68
2185,"All I have to do is type a
number there, and it just works.",5744.33,2.58
2186,"And I don't care any more about
those lower-level, so to speak,",5746.91,3.75
2187,implementation details.,5750.66,1.57
2188,"So here, no surprise.",5752.23,1.04
2189,"If I type in the number 3,
zoom out, and hit Play--",5753.27,2.715
2190,[MEOWING],5755.985,4.285
2191,--it still works just fine.,5760.27,2.23
2192,"So any questions on what
we've just done here?",5762.5,2.96
2193,"It's still just meowing, but
that's besides the point.",5765.46,2.25
2194,"It's this creation of our own
functions, this modularity,",5767.71,3.63
2195,"this abstraction that's going to be
the idea that keeps coming back to us.",5771.34,4.3
2196,No?,5775.64,0.5
2197,All right.,5776.14,0.5
2198,"So let's make this a
little more cat-like.",5776.64,2.41
2199,Let me throw away all of this code.,5779.05,1.93
2200,And let me go ahead--,5780.98,1.02
2201,"oops-- let me throw away this code
first and then the rest of this code.",5782.0,3.0
2202,"And let me go ahead and give
myself another green flag block.",5785.0,3.5
2203,"And let me go ahead, and let's
create a cat that allows us to pet it",5788.5,3.93
2204,by moving my cursor over the cat.,5792.43,2.1
2205,"And maybe it likes that, so
it'll meow when I do that.",5794.53,2.29
2206,"So let me go under Control, and
let me grab this if conditional,",5796.82,5.45
2207,"which we talked about as
a building block earlier.",5802.27,2.64
2208,"Let me go to Sensing, and
we haven't used this before.",5804.91,2.4
2209,"But here is a weird
sort of diagonal shape",5807.31,2.82
2210,"that says touching mouse
pointer question mark.",5810.13,2.31
2211,So that's a Boolean expression.,5812.44,1.587
2212,"So I'm going to drag that, and
it's definitely the wrong size.",5814.027,2.583
2213,"But it is the right shape,
so it will grow to fill.",5816.61,2.46
2214,"And the question I want to ask is if
the cat is touching the mouse pointer,",5819.07,4.75
2215,then go ahead and meow happily.,5823.82,1.95
2216,"So let me grab the meow
sound, put it in there.",5825.77,2.59
2217,"And so I think when I click the
green flag to start the program,",5828.36,4.61
2218,"and now I let the mouse pointer
touch the cat, we should hear--",5832.97,6.204
2219,huh.,5839.174,0.936
2220,huh.,5840.11,1.01
2221,Doesn't seem to be working.,5841.12,2.7
2222,"There's a bug or a mistake
in this program too.",5843.82,3.62
2223,What did I do wrong?,5847.44,1.0
2224,Yeah.,5848.44,0.5
2225,"AUDIENCE: You didn't specify
the sprite [INAUDIBLE]..",5848.94,2.15
2226,"DAVID J. MALAN: I don't need to
specify the sprite explicitly",5851.09,2.04
2227,"because a detail I
didn't discuss earlier.",5853.13,2.07
2228,"In the bottom right
of the screen, notice",5855.2,2.43
2229,that the cat is already selected.,5857.63,2.26
2230,So this code relates to that cat.,5859.89,2.21
2231,"So your instinct is good if
we had two or more sprites,",5862.1,3.24
2232,"but I just have one,
so I'm covered there.",5865.34,2.705
2233,Other thoughts.,5868.045,0.625
2234,Yeah.,5868.67,0.932
2235,AUDIENCE: It only checks once.,5869.602,1.268
2236,DAVID J. MALAN: It only checks?,5870.87,1.11
2237,AUDIENCE: Once.,5871.98,0.27
2238,DAVID J. MALAN: Once.,5872.25,0.875
2239,So I click the green flag.,5873.125,1.835
2240,The computer did what I told it to do.,5874.96,2.27
2241,"The mouse pointer was not
touching the cat at that moment",5877.23,2.935
2242,because it was touching the green flag.,5880.165,1.625
2243,"So, of course, it didn't meow.",5881.79,1.53
2244,So what maybe is the fix here?,5883.32,2.04
2245,What puzzle piece can we add?,5885.36,1.62
2246,"AUDIENCE: After the green
flag is [INAUDIBLE]..",5886.98,2.31
2247,DAVID J. MALAN: OK.,5889.29,0.85
2248,OK.,5890.14,0.5
2249,Interesting solution.,5890.64,1.72
2250,"So let me go ahead, and under Control
let me grab a-- wait one second.",5892.36,5.57
2251,"I'm going to change the 1 to 5, and
now I'm going to click the green flag.",5897.93,3.43
2252,So here we go.,5901.36,1.01
2253,"1, 2, 3, 4, 5.",5902.37,6.12
2254,Damn it.,5908.49,0.57
2255,[MEOWING],5909.06,0.57
2256,OK.,5909.63,0.18
2257,"That was yours, not mine.",5909.81,1.042
2258,[LAUGHTER],5910.852,1.388
2259,It didn't work.,5912.24,1.675
2260,AUDIENCE: [INAUDIBLE],5913.915,0.875
2261,DAVID J. MALAN: Sorry?,5914.79,0.917
2262,AUDIENCE: [INAUDIBLE],5915.707,0.996
2263,"DAVID J. MALAN: Oh, maybe forever.",5916.703,1.417
2264,"So your approach would work, but
it's very much a hack, if you will.",5918.12,4.11
2265,"Like, I would have to time it perfectly
so that the mouse pointer is touching",5922.23,4.47
2266,"it, or, conversely, I have
to drag it there and just",5926.7,2.34
2267,leave it there for five seconds.,5929.04,1.5
2268,"And that's a little weird because
you don't just touch a cat",5930.54,2.5
2269,"and then five seconds
later it meows at you.",5933.04,1.92
2270,"Like, presumably, we want
it to be more interactive.",5934.96,2.23
2271,So I like this idea of a loop.,5937.19,1.47
2272,Right?,5938.66,0.5
2273,"Why don't we just tell the cat
to forever listen for the cursor",5939.16,5.28
2274,as by using not repeat but forever?,5944.44,2.73
2275,Let me move this in here.,5947.17,1.07
2276,"So now the cat's going to be told when
the green flag is clicked just forever,",5948.24,3.25
2277,"if touching, if touching, if touching.",5951.49,1.583
2278,"Oh, meow when actually touched.",5953.073,2.197
2279,"So now if I zoom out and hit
Play, nothing's happening.",5955.27,4.098
2280,"I don't have to wait
any number of seconds.",5959.368,1.792
2281,But when I do touch the cat--,5961.16,1.385
2282,[MEOWING],5962.545,0.715
2283,[APPLAUSE],5963.26,0.92
2284,[CHUCKLES] Fan section here.,5964.18,2.585
2285,Thank you.,5966.765,0.5
2286,[MEOWING],5967.265,0.5
2287,So now it's actually working quite well.,5967.765,3.125
2288,So there we have sort of a logical bug.,5970.89,2.33
2289,"But it does make sense if
you think about what it was",5973.22,2.325
2290,you told the computer to actually do.,5975.545,2.475
2291,"Well, let's make things
even more interesting",5978.02,1.895
2292,by using one of these extensions.,5979.915,1.375
2293,"In this bottom left corner, this is
how I got to text-to-speech earlier.",5981.29,3.33
2294,"Let me go to Video
Sensing over here too.",5984.62,2.85
2295,"And I can actually-- there we go--
literally, the video has come on.",5987.47,3.28
2296,Let me go ahead and do this.,5990.75,1.31
2297,"Get rid of this code, and
let me step out of the frame.",5992.06,3.63
2298,When video motion is greater than--,5995.69,2.85
2299,"well, this is CS50, so
let's just type in 50,",5998.54,1.95
2300,which is just a measure of motion.,6000.49,1.66
2301,Let me go and play sound meow.,6002.15,5.22
2302,OK.,6007.37,0.5
2303,And let me stop and restart.,6007.87,3.85
2304,All right.,6011.72,0.5
2305,So there's the cat.,6012.22,0.81
2306,[MEOWING],6018.27,0.99
2307,OK.,6019.26,0.78
2308,It worked.,6020.04,0.84
2309,The cat's a little insensitive.,6020.88,3.45
2310,[MEOWING],6024.33,0.86
2311,There we go.,6025.19,0.53
2312,"Actually, you know what?",6025.72,1.0
2313,"Maybe it's just-- let me
put-- let's change it.",6026.72,3.58
2314,20.,6030.3,0.83
2315,"Oh, my God.",6031.13,0.81
2316,"Oh, that's OK.",6031.94,1.54
2317,[MEOWING],6033.48,0.5
2318,There we go.,6033.98,0.81
2319,All right.,6034.79,0.9
2320,There we go.,6035.69,0.73
2321,"So now it's a little more sensitive
to the petting by using the camera.",6036.42,3.618
2322,"Now, this is kind of a weird example.",6040.038,1.542
2323,"And if I just start moving
around crazily, like,",6041.58,1.58
2324,"it's just going to meow incessantly,
which was what was happening--",6043.16,2.16
2325,[MEOWING],6045.32,1.11
2326,Stop.,6046.43,1.792
2327,[LAUGHTER],6048.222,0.798
2328,OK.,6049.02,0.5
2329,"When in doubt, this is
when you reload the page.",6049.52,2.28
2330,[LAUGHTER],6051.8,1.21
2331,All right.,6053.01,0.5
2332,"So now we're back to
where we wanted to be.",6053.51,2.22
2333,"But where can we now use these
kinds of building blocks?",6055.73,2.49
2334,"Like, we were doing such
tiny little programs.",6058.22,2.32
2335,"But even that we could turn
into a whole game, I bet.",6060.54,3.68
2336,"Could we get like one
volunteer to come on up?",6064.22,3.48
2337,One volunteer?,6067.7,1.11
2338,Everyone's looking down.,6068.81,1.36
2339,OK.,6070.17,0.5
2340,On the end here.,6070.67,0.51
2341,Come on down.,6071.18,0.542
2342,Yeah.,6071.722,0.568
2343,All right.,6072.29,0.5
2344,"Round of applause for our
one brave volunteer here.",6072.79,2.14
2345,[APPLAUSE],6074.93,3.22
2346,All right.,6078.65,0.75
2347,"These Super Mario cookies
are on the line for you,",6079.4,2.62
2348,depending on how this goes.,6082.02,1.14
2349,So I'm going to have you come over here.,6083.16,1.667
2350,"And in advance on Scratch's website,
we have some pre-made games,",6084.827,4.113
2351,"one of them written by one of your
predecessors, a former student,",6088.94,3.99
2352,"that they implemented this
sort of ""Whac-A-Mole"" game.",6092.93,3.12
2353,"So what you're about to see
is the camera turn on on you.",6096.05,3.24
2354,"And you're going to see four moles
above, below, left, and right.",6099.29,3.87
2355,And using only your head--,6103.16,1.56
2356,"up, down, left, right--
the goal is to whack a mole",6104.72,3.21
2357,"to get a point every time your
head touches one of these sprites.",6107.93,3.93
2358,"So you're about to see things get
very interesting very quickly.",6111.86,2.88
2359,"But using these building
blocks, just those simple",6114.74,2.31
2360,"blocks but have four sprites, not
four cats but four moles in this case.",6117.05,4.3
2361,"We can actually turn
these into actual games.",6121.35,2.605
2362,[MUSIC PLAYING],6123.955,0.625
2363,So here we go.,6124.58,2.37
2364,Click Beginner.,6126.95,1.41
2365,OK.,6128.36,0.54
2366,"And we just need you to
center your head first.",6128.9,1.958
2367,[MUSIC PLAYING],6130.858,2.95
2368,[INDISTINCT CHATTER],6140.152,2.928
2369,[CHUCKLES],6144.056,0.976
2370,[MUSIC PLAYING],6145.032,3.416
2371,Nice.,6150.92,0.9
2372,Ten seconds.,6151.82,0.81
2373,[MUSIC PLAYING],6152.63,3.374
2374,Nice.,6159.39,1.08
2375,Two seconds.,6160.47,2.016
2376,AUDIENCE: [LAUGHS],6162.486,0.804
2377,DAVID J. MALAN: All right.,6163.29,0.48
2378,A round of applause.,6163.77,0.84
2379,[APPLAUSE],6164.61,1.296
2380,Thank you.,6165.906,2.194
2381,You want to introduce yourself?,6168.1,2.28
2382,"AUDIENCE: Hi, everybody.",6170.38,1.0
2383,"My name is [? Vanilla. ?]
I'm a first year,",6171.38,2.51
2384,"and I'm going to be majoring in
computer science and economics.",6173.89,3.065
2385,DAVID J. MALAN: Nice to meet you.,6176.955,1.375
2386,Here we go.,6178.33,0.5
2387,Thank you.,6178.83,0.605
2388,AUDIENCE: Nice to meet you.,6179.435,1.125
2389,"[APPLAUSE, CHEERING]",6180.56,0.833
2390,"DAVID J. MALAN: So we won't look
at the code for that actual game.",6181.393,2.817
2391,"It was written by one
of your predecessors.",6184.21,1.53
2392,"And you can see it
online if you're curious.",6185.74,1.833
2393,"But you can think about now with
our functions, conditionals,",6187.573,3.207
2394,"Boolean expressions, loops how you could
kind of compose that kind of program.",6190.78,4.23
2395,"So odds are there was a loop that
was just constantly listening",6195.01,2.76
2396,"for that kind of
connectivity, or it was one",6197.77,1.92
2397,"of those extensions that
was waiting for motion to go",6199.69,3.21
2398,touch one of those sprites.,6202.9,1.28
2399,"Notice that there's
these numbers up here.",6204.18,1.75
2400,And we haven't talked about this yet.,6205.93,1.11
2401,"But just like in math, where you
can have variables x, y, and z,",6207.04,3.0
2402,"in programming, you can create
variables using other puzzle pieces",6210.04,3.18
2403,"in Scratch that just keep track
of how many seconds are left,",6213.22,3.24
2404,"that keeps track of how many times
her head hit one of the moles.",6216.46,3.85
2405,"And so you can implement the mechanics
of games using very simple building",6220.31,3.45
2406,blocks.,6223.76,0.5
2407,"But how do you go about
building something",6224.26,1.98
2408,"that's more interesting
and interactive like that?",6226.24,2.36
2409,"Let me go ahead and
bring up, for instance,",6228.6,2.16
2410,"one of the very first
things I wrote years ago",6230.76,2.17
2411,"when I was in graduate school
and Scratch had just come out.",6232.93,2.5
2412,I was taking a class at MIT's Media Lab.,6235.43,1.95
2413,"And they invited us to beta test-- that
is, try out the software before it then",6237.38,4.14
2414,became part of the world.,6241.52,1.62
2415,And the game I made was this one here.,6243.14,4.06
2416,"Let me find the right
version of ""Oscartime.""",6247.2,3.44
2417,"So ""Oscartime"" is a game that took
me tens of hours probably in the end.",6250.64,5.033
2418,"It was a little bit addictive, but
let me go ahead and full-screen it.",6255.673,2.917
2419,And I won't play the whole game.,6258.59,1.68
2420,"But it looked a little
something like this.",6260.27,3.725
2421,"OSCAR: (SINGS) Oh, I love--",6263.995,1.125
2422,"DAVID J. MALAN: Where trash
is falling from the sky.",6265.12,3.1
2423,And I can click on it and drag it.,6268.22,1.85
2424,"And notice as I get close,
the lid opens up like this.",6270.07,3.36
2425,"And if I let it keep falling, it
goes in, and Oscar gives me a point.",6273.43,4.02
2426,And I can do this again.,6277.45,2.135
2427,"OSCAR: If you really want
to see something trashy--",6279.585,2.125
2428,DAVID J. MALAN: All right.,6281.71,0.15
2429,Here comes something else.,6281.86,1.083
2430,OSCAR: I have here a sneaker that--,6282.943,1.622
2431,"DAVID J. MALAN: So now
there's two pieces of trash.",6284.565,2.125
2432,"OSCAR: It's all full of
holes, and the laces are--",6286.69,3.097
2433,"DAVID J. MALAN: And it just keeps
going, and going, and going.",6289.787,2.583
2434,"And if we can lower the volume for just
a moment, we'll let more trash fall.",6292.37,3.167
2435,"But to your comment earlier
about one sprite or more",6295.537,2.763
2436,"sprites, that's what we're seeing here.",6298.3,1.74
2437,"Even though our examples thus far
are just one cat, one or two puzzle",6300.04,3.15
2438,"pieces, or a few puzzle pieces.",6303.19,1.47
2439,"Here is, I claim, a sprite.",6304.66,2.01
2440,Here is another sprite.,6306.67,1.44
2441,Here is another sprite.,6308.11,1.23
2442,"And by toggling among them in
that bottom right-hand corner,",6309.34,2.61
2443,"I can just associate different puzzle
pieces with each of these sprites.",6311.95,3.51
2444,"Now, I didn't start off by
implementing this whole game.",6315.46,2.527
2445,"And in just a moment, if we can
raise the volume a little bit,",6317.987,2.583
2446,we'll see even more trash is falling.,6320.57,1.83
2447,So this is what--,6322.4,0.9
2448,"I hate this song now, like 10 plus
hours listening to this song on loop",6323.3,3.63
2449,just to get the timing right.,6326.93,1.23
2450,"But it brings to life all
of these different sprites.",6328.16,2.88
2451,"And if you play it again and again,
it's always a little bit different",6331.04,3.09
2452,because I'm using some randomness.,6334.13,1.47
2453,"So this newspaper doesn't
always fall from there.",6335.6,2.91
2454,Sometimes it's here.,6338.51,1.14
2455,Sometimes it's here.,6339.65,1.03
2456,"And so here, again, we have
mechanics of a game where",6340.68,2.24
2457,"things are being perturbed a
little, randomized a little bit",6342.92,2.85
2458,to keep things more interesting.,6345.77,2.002
2459,And let me go ahead.,6347.772,0.833
2460,OSCAR: (SINGS) I love trash.,6348.605,1.635
2461,DAVID J. MALAN: There we go.,6350.24,1.167
2462,How. about raise a little volume?,6351.407,2.013
2463,One more piece of trash.,6353.42,1.47
2464,So a clock.,6354.89,0.6
2465,"It just goes on forever,
this kind of game.",6355.49,2.11
2466,But let's go ahead and consider.,6357.6,1.41
2467,Let me close that.,6359.01,1.05
2468,Let me go ahead and consider.,6360.06,1.55
2469,"How I went about implementing
that from the get-go.",6361.61,3.16
2470,So I will stipulate--,6364.77,2.15
2471,"let me open a few of these versions
here-- that the very first thing I did",6366.92,4.17
2472,"was pretty much just
implement the stage.",6371.09,1.98
2473,Right?,6373.07,0.15
2474,"I was kind of procrastinating,
so I poked around.",6373.22,2.042
2475,"I found the Sesame Street lamppost,
and I dragged it into the world.",6375.262,3.128
2476,And done.,6378.39,0.5
2477,Version one is done.,6378.89,0.93
2478,"It didn't do anything, but at least
I had the world sort of laid out.",6379.82,3.69
2479,"That is to say I took a
baby step toward my goal.",6383.51,2.31
2480,"Then I started thinking
about, all right,",6385.82,1.708
2481,"how do I bring the trash to life, even
if it doesn't do much of anything else?",6387.528,4.092
2482,"And so I created another sprite
by clicking the appropriate button",6391.62,2.75
2483,in that bottom right-hand corner.,6394.37,1.47
2484,"And I thought about, well, what
do I want this trash to do?",6395.84,2.58
2485,"I want it to just kind
of fall from the sky.",6398.42,2.44
2486,"And so what I did here
was the following.",6400.86,3.83
2487,"If I go to this trash piece
here or-- actually, sorry.",6404.69,3.33
2488,Out of order.,6408.02,0.76
2489,"What I actually did first was I
didn't even have the trash fall.",6408.78,3.08
2490,"If I play this game, the trash
just stays there in the air.",6411.86,3.42
2491,But I can do this.,6415.28,2.2
2492,"I can drag it, and as before,
as I touch the other sprite,",6417.48,3.89
2493,I get the trash can lid to go up.,6421.37,1.72
2494,So how do I do that?,6423.09,0.99
2495,"Well, let me click on Oscar
down there, my first sprite.",6424.08,3.05
2496,"And here are the puzzle pieces
via which I implemented this idea.",6427.13,3.45
2497,"I changed Oscar's
costume, his appearance,",6430.58,2.76
2498,"to be just number one, which was one of
the images I imported into the program.",6433.34,4.62
2499,And then I forever did this.,6437.96,1.86
2500,"If Oscar is touching
the mouse pointer, then",6439.82,2.64
2501,"change Oscar's costume to number
two, otherwise change it back to one.",6442.46,3.93
2502,So it's super simple animation.,6446.39,1.8
2503,"I'm just toggling between lid
up, lid down, lid up, lid down,",6448.19,3.78
2504,but it kind of feels interactive.,6451.97,1.74
2505,"And if I wanted to
really make this pretty,",6453.71,2.1
2506,"I could have 30 different costumes where
the lid is ever so slightly higher.",6455.81,4.77
2507,"Then it would look even more
like a movie or fluid motion.",6460.58,3.54
2508,"But this was enough to
get the job done, which",6464.12,2.52
2509,"is to say I didn't try to implement
all of ""Oscartime"" together.",6466.64,3.06
2510,"I just took a second
baby step toward my goal.",6469.7,2.79
2511,"And then my next version
of ""Oscartime"" might",6472.49,2.46
2512,"have looked a little something
like this, where now the trash--",6474.95,2.725
2513,there's more going on here.,6477.675,1.125
2514,"Let's look at two of
these blocks of code.",6478.8,3.5
2515,"The first thing I did was I
enabled drag mode to draggable,",6482.3,2.672
2516,"and I had to Google to figure
this out because otherwise it",6484.972,2.458
2517,"didn't let me drag the trash
while playing the game.",6487.43,2.46
2518,"But once I figured that
out, I tell the trash",6489.89,2.91
2519,"to go to a random
x-coordinate between 0 and 240",6492.8,3.9
2520,"from left to right and
then the y location 180",6496.7,2.97
2521,"because I always want the
trash falling from the sky.",6499.67,2.4
2522,And then what do I do?,6502.07,1.2
2523,"I told the trash to forever change its
y-coordinate, its vertical coordinate,",6503.27,4.26
2524,"by negative 1, negative
1, negative 1, one pixel",6507.53,3.21
2525,"at a time, which creates the
illusion of it falling from the sky.",6510.74,3.45
2526,"But I needed to do one other
thing, and let me scroll up.",6514.19,2.76
2527,"Each of your sprites can have
multiple programs, multiple scripts,",6516.95,4.41
2528,"so to speak, that are not
attached to one another.",6521.36,2.71
2529,They will happen in parallel for you.,6524.07,1.98
2530,The second one is saying this.,6526.05,1.7
2531,"Forever if the trash is touching
Oscar, what should it do?",6527.75,5.1
2532,"Go to a completely different x
and y location at the very top.",6532.85,4.59
2533,Why?,6537.44,0.51
2534,"Well, as soon as I drag
the trash over the Oscar,",6537.95,3.06
2535,"I want it to disappear as
though it's going into the can.",6541.01,2.52
2536,"And I then want it to reappear
at the top so more trash falls.",6543.53,3.3
2537,"So I just thought about
what would it mean",6546.83,2.01
2538,for the trash to go into the trash can.,6548.84,2.07
2539,"Well, who cares?",6550.91,0.96
2540,"What really matters to the
human user is that it just",6551.87,2.34
2541,disappears and teleports elsewhere.,6554.21,2.77
2542,"And so that's the idea
I implemented here.",6556.98,2.64
2543,"So if you can reduce intuitive ideas to
just basic building blocks like this,",6559.62,5.34
2544,"you can start to make things
much more interactive.",6564.96,2.48
2545,"And lastly, if I look
at this version here,",6567.44,2.53
2546,you'll see that we've combined these.,6569.97,3.08
2547,"And so indeed, if I actually
go ahead and play this now,",6573.05,2.88
2548,not only is it falling.,6575.93,1.86
2549,"I can let it fall right on top
of Oscar and watch it disappear.",6577.79,3.3
2550,"But notice Oscar doesn't pop out yet
because that was the fourth version",6581.09,3.705
2551,and then the fifth version.,6584.795,1.125
2552,"And then I added the annoying
music and so forth but sort of",6585.92,2.73
2553,"composed this program
step by step by step",6588.65,2.95
2554,so as to accomplish my larger goal.,6591.6,1.593
2555,"And this is going to be true
of all of the code you write,",6593.193,2.417
2556,"be it in Scratch, or C, or Python, or
in the like, trying to come up with--",6595.61,5.37
2557,"or rather, trying to reduce your ideas,
your grand vision to just baby steps,",6600.98,4.38
2558,"building blocks so that
you start with version one,",6605.36,2.31
2559,and maybe you submit version 10 or 20.,6607.67,2.34
2560,"But you don't try to implement
version 10 or 20 at the get-go.",6610.01,3.18
2561,You take those incremental steps.,6613.19,2.59
2562,All right.,6615.78,0.5
2563,How about one other?,6616.28,0.99
2564,"Well, let me propose this.",6617.27,2.28
2565,"Let me go ahead and open
three games that represent one",6619.55,3.82
2566,"that your predecessors also implemented,
which looks a little something",6623.37,4.2
2567,like this in version zero.,6627.57,1.65
2568,"Suppose I wanted to
implement a game that",6629.22,3.0
2569,simply has these kinds of mechanics.,6632.22,1.68
2570,"I'm touching my arrow keys on my
keyboard-- up, down, left, and right.",6633.9,3.15
2571,And I'm moving the Harvard logo.,6637.05,1.41
2572,Let me zoom in a bit.,6638.46,1.15
2573,"So if I hit the up arrow,
the Harvard shield goes up.",6639.61,2.6
2574,"If I hit the down arrow,
the shield goes down.",6642.21,2.55
2575,"If I go all the way to
the left, it goes left",6644.76,2.31
2576,"until it hits the wall and
same thing on the right.",6647.07,2.478
2577,"So this is like the beginnings
of a game or a beginning",6649.548,2.292
2578,"of a maze, something like that.",6651.84,1.53
2579,"Well, how might I implement this?",6653.37,1.78
2580,"Well, let me look inside this one.",6655.15,2.06
2581,"And there's a lot going on, but,
again, I sort of took simple steps.",6657.21,3.81
2582,Notice that I've got three sprites--,6661.02,1.71
2583,"a left wall, which is
just a straight line,",6662.73,2.19
2584,"the right wall, which
is a straight line.",6664.92,2.22
2585,"And just intuitively, why did
I implement those as sprites?",6667.14,3.57
2586,"Why do they need to exist
as entities themselves?",6670.71,4.53
2587,"Yeah, in front.",6675.24,0.99
2588,AUDIENCE: [INAUDIBLE],6676.23,0.3
2589,DAVID J. MALAN: Yeah.,6676.53,0.875
2590,I want it to interact with the shield.,6677.405,1.628
2591,"So I need to be able to ask
that Boolean expression, like,",6679.033,2.417
2592,"not touching mouse pointer but
touching shield, for instance,",6681.45,3.49
2593,a different type of yes/no question.,6684.94,1.62
2594,"And so what is the code for
the shield actually doing?",6686.56,2.57
2595,"Well, there's a lot of duplication, and
let me focus on the abstraction first.",6689.13,3.72
2596,"Notice that I've got this
one green flag clicked.",6692.85,2.83
2597,"I want the shield to go
dead center, 0 comma 0,",6695.68,2.75
2598,"and then forever listen for the human's
keyboard, and feel for the wall.",6698.43,4.17
2599,"So I decided to implement my
own pink puzzle pieces that",6702.6,3.215
2600,implement the two separate ideas.,6705.815,1.375
2601,"One, just listen for the
keyboard-- up, down, left,",6707.19,2.26
2602,right-- and then do something.,6709.45,1.25
2603,"And then feel for walls is
this idea of whenever I go up,",6710.7,3.07
2604,"down, left, or right,
if I touch a wall, I",6713.77,2.78
2605,"need to stop doing whatever the
keystrokes are telling me to do.",6716.55,4.05
2606,"So now if we dive into those
implementation details, listen and feel",6720.6,4.98
2607,"are abstractions, custom puzzle pieces.",6725.58,2.35
2608,"Let's look at the
implementation details.",6727.93,1.94
2609,"Well, here's the keyboard.",6729.87,1.35
2610,"If the key arrow up is
pressed, change y by 1.",6731.22,4.62
2611,"If key down arrow is pressed,
change y by negative 1.",6735.84,3.655
2612,"And you can probably
see where this is going.",6739.495,1.875
2613,Right arrow is x by 1.,6741.37,1.94
2614,"Left arrow is x by
negative 1, and that's",6743.31,2.61
2615,"sort of all that's involved
with up, down, left, right.",6745.92,3.13
2616,But wait a minute.,6749.05,0.98
2617,"Why is there no loop in this
listen for keyboard puzzle piece?",6750.03,5.88
2618,"I needed a loop last time
so it constantly works.",6755.91,3.33
2619,AUDIENCE: [INAUDIBLE],6759.24,1.53
2620,DAVID J. MALAN: Exactly.,6760.77,1.0
2621,"I put the loop in my
main part of my program",6761.77,2.58
2622,"up top so something is telling me
to keep listening again and again.",6764.35,3.67
2623,"So it's got to be somewhere,
but it doesn't have",6768.02,2.0
2624,to be in the actual implementation.,6770.02,1.74
2625,"And lastly, how about
this feel for walls?",6771.76,2.19
2626,"Well, if touching left wall, which is
just another sprite, change x by 1.",6773.95,4.47
2627,"So that is to say if I'm
touching the left wall,",6778.42,2.46
2628,"I want to bounce it
back the other direction",6780.88,2.585
2629,and same thing on the right wall.,6783.465,1.375
2630,"If I'm touching the right
wall, I want to bounce it",6784.84,1.74
2631,"back to the left, which effectively
means that even if the human's hitting",6786.58,3.09
2632,"the key, it's like
fighting with this code,",6789.67,2.01
2633,"but it's never going to go through
the wall based on that math.",6791.68,3.21
2634,It's going to stop it right there.,6794.89,1.87
2635,All right.,6796.76,0.5
2636,Let's add something else to the mix.,6797.26,1.5
2637,"Suppose I want the game to change
to be a little something like this,",6798.76,2.88
2638,"where Yale is some kind of block
in between me and the exit.",6801.64,3.66
2639,So some dramatic race here.,6805.3,1.84
2640,OK.,6807.14,0.5
2641,"I just got by, but the
Yale logo doesn't seem",6807.64,2.46
